competitor_name,domain,campus_id,campus,state,course_code,competitor_type,model_cluster,intro_accounting_supported,campus_specific,course_specific_site,professor_specific,sponsored,pricing_model,price,free_trial,free_content,practice_exams,exam_reviews,video_content,live_reviews,one_on_one,study_guides,subscription,other_offerings,query_families,source_url,retrieved_at,confidence
FrogTutoring,frogtutoring.com,ccf291f6-3888-47a8-95b4-35e4d70c96e1,The College of New Jersey,NJ,ACC 201,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,NO,YES,NO,unknown,,Get a FREE Consultation,,,,,,YES,,,,school_acct_tutoring; fin_acct_tutoring,https://frogtutoring.com/tutors/accounting/new-jersey/new-jersey,2026-08-25T18:44:34.860Z,high
Varsity Tutors,varsitytutors.com,ccf291f6-3888-47a8-95b4-35e4d70c96e1,The College of New Jersey,NJ,ACC 201,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,YES,,,,school_acct_tutoring,https://www.varsitytutors.com/t/university/the-college-of-new-jersey,2026-08-25T18:44:34.860Z,high
UniversityTutor,universitytutor.com,ccf291f6-3888-47a8-95b4-35e4d70c96e1,The College of New Jersey,NJ,ACC 201,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring; fin_acct_tutoring,https://washingtondc.universitytutor.com/washingtondc_accounting-tutoring,2026-08-25T18:44:34.860Z,medium
Wyzant,wyzant.com,ccf291f6-3888-47a8-95b4-35e4d70c96e1,The College of New Jersey,NJ,ACC 201,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring,https://www.wyzant.com/Mercer_County_NJ_tutors.aspx,2026-08-25T18:44:34.860Z,medium
Studocu,studocu.com,ccf291f6-3888-47a8-95b4-35e4d70c96e1,The College of New Jersey,NJ,ACC 201,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,YES,,,school_exam_review; school_study_guide; course_exam_review,https://www.studocu.com/en-us/course/the-college-of-new-jersey/financial-accounting-and-reporting/4242136,2026-08-25T18:44:34.860Z,high
goingconcern.com,goingconcern.com,ccf291f6-3888-47a8-95b4-35e4d70c96e1,The College of New Jersey,NJ,ACC 201,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review; paid_tutoring,https://www.goingconcern.com/do-older-students-automatically-do-better-cpa-exam/,2026-08-25T18:44:34.860Z,low
acc201uky.com,acc201uky.com,ccf291f6-3888-47a8-95b4-35e4d70c96e1,The College of New Jersey,NJ,ACC 201,COURSE_SPECIFIC_SITE,STUDY_EDGE_MODEL,YES,YES,YES,UNKNOWN,NO,unknown,,First video of Topic 1 is free to view.,,YES,YES,YES,,YES,,,,course_tutoring; course_exam_review,https://acc201uky.com/,2026-08-25T18:44:34.860Z,high
unlvbap.org,unlvbap.org,ccf291f6-3888-47a8-95b4-35e4d70c96e1,The College of New Jersey,NJ,ACC 201,INDIVIDUAL_OR_LOCAL,OTHER,LIKELY,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,course_tutoring,https://www.unlvbap.org/tutoringschedule,2026-08-25T18:44:34.860Z,low
teacheron.com,teacheron.com,ccf291f6-3888-47a8-95b4-35e4d70c96e1,The College of New Jersey,NJ,ACC 201,LOCAL_CAMPUS_TUTORING,INDIVIDUAL_TUTOR_SCALED,LIKELY,YES,NO,UNKNOWN,NO,one-time,"NGN 3,000–5,000/hour; NGN 80,000–100,000/month; NGN 5,000–10,000/hour; NGN 10,000–20,000/hour; NGN 10,000–30,000/week; NGN 10,000–15,000/hour; NGN 1,000–2,000/hour; NGN 5,000–20,000/hour",Posting requirements to be contacted by tutors is free.,,,,,YES,YES,,,,course_tutoring,https://www.teacheron.com/tutors/acc_201-tutors-in-nigeria,2026-08-25T18:44:34.860Z,medium
emaze.com,emaze.com,ccf291f6-3888-47a8-95b4-35e4d70c96e1,The College of New Jersey,NJ,ACC 201,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,YES,YES,NO,UNKNOWN,NO,unknown,,,,YES,,,,,YES,,,course_tutoring,https://www.emaze.com/@afzirtzl/ACC-201-Bright-Tutoring%2Facc201-com,2026-08-25T18:44:34.860Z,medium
brainfuse.com,brainfuse.com,ccf291f6-3888-47a8-95b4-35e4d70c96e1,The College of New Jersey,NJ,ACC 201,INDIVIDUAL_OR_LOCAL,OTHER,LIKELY,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,course_tutoring,https://home.brainfuse.com/2014/12/04/brainfuse-online-tutoring/,2026-08-25T18:44:34.860Z,low
tutors101.com,tutors101.com,ccf291f6-3888-47a8-95b4-35e4d70c96e1,The College of New Jersey,NJ,ACC 201,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,fin_acct_tutoring,https://tutors101.com/new-jersey/tutor-bios/,2026-08-25T18:44:34.860Z,medium
Course Hero,coursehero.com,ccf291f6-3888-47a8-95b4-35e4d70c96e1,The College of New Jersey,NJ,ACC 201,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,,,,,,YES,,,school_study_guide; course_exam_review,https://www.coursehero.com/sitemap/schools/1477-College-of-New-Jersey/departments/8210-ACC/,2026-08-25T18:44:34.860Z,high
Quizlet,quizlet.com,ccf291f6-3888-47a8-95b4-35e4d70c96e1,The College of New Jersey,NJ,ACC 201,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,YES,,,course_exam_review,https://quizlet.com/9780535/accounting-201-exam-1-flash-cards/,2026-08-25T18:44:34.860Z,medium
CliffsNotes,cliffsnotes.com,ccf291f6-3888-47a8-95b4-35e4d70c96e1,The College of New Jersey,NJ,ACC 201,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,course_exam_review,https://www.cliffsnotes.com/study-notes/703731,2026-08-25T18:44:34.860Z,high
Varsity Tutors,varsitytutors.com,cfa13e53-1907-4ffb-bb69-b3bd182f9beb,Tennessee Technological Un,TN,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,YES,,,,school_acct_tutoring,https://www.varsitytutors.com/t/university/tennessee-technological-university,2026-08-25T18:44:34.860Z,high
The Princeton Review,princetonreview.com,cfa13e53-1907-4ffb-bb69-b3bd182f9beb,Tennessee Technological Un,TN,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring; school_exam_review; school_study_guide,https://www.princetonreview.com/college/tennessee-technological-university-1022795,2026-08-25T18:44:34.860Z,high
Course Hero,coursehero.com,cfa13e53-1907-4ffb-bb69-b3bd182f9beb,Tennessee Technological Un,TN,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,,YES,,,,,,,school_exam_review; school_study_guide,https://www.coursehero.com/sitemap/schools/2203-Tennessee-Technological-University/courses/3569629-ACCT6010/,2026-08-25T18:44:34.860Z,high
Studocu,studocu.com,cfa13e53-1907-4ffb-bb69-b3bd182f9beb,Tennessee Technological Un,TN,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,YES,,,school_study_guide,https://www.studocu.com/en-us/institution/tennessee-technological-university/606,2026-08-25T18:44:34.860Z,high
Wyzant,wyzant.com,cfa13e53-1907-4ffb-bb69-b3bd182f9beb,Tennessee Technological Un,TN,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,paid_tutoring,https://www.wyzant.com/Tennessee_accounting_tutors.aspx,2026-08-25T18:44:34.860Z,high
FrogTutoring,frogtutoring.com,b6a2cb0d-02a6-44a1-8631-826bb107c107,West Texas A&M University,TX,,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,NO,YES,NO,unknown,,Get a FREE Consultation,,,,,,YES,,,,school_acct_tutoring; fin_acct_tutoring,https://frogtutoring.com/tutors/west-texas-a-m-university/finance,2026-08-25T18:44:34.890Z,high
Course Hero,coursehero.com,b6a2cb0d-02a6-44a1-8631-826bb107c107,West Texas A&M University,TX,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,YES,,,school_acct_tutoring; school_exam_review; fin_acct_tutoring; school_study_guide,https://www.coursehero.com/tutors-problems/Financial-Accounting/42890659-just-solve-14-2022SU2-BUS-X/,2026-08-25T18:44:34.890Z,high
Scribd,scribd.com,b6a2cb0d-02a6-44a1-8631-826bb107c107,West Texas A&M University,TX,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,school_study_guide,https://www.scribd.com/document/414467582/Syllabus,2026-08-25T18:44:34.890Z,medium
The Princeton Review,princetonreview.com,b6a2cb0d-02a6-44a1-8631-826bb107c107,West Texas A&M University,TX,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,paid_tutoring,https://www.princetonreview.com/college/west-texas-a-m-university-1023413,2026-08-25T18:44:34.890Z,high
FrogTutoring,frogtutoring.com,1a33f054-89c8-4d91-9882-42ccf611d597,Ohio University,OH,,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,NO,YES,NO,unknown,,Get a FREE Consultation,,,,,,YES,,,,school_acct_tutoring; fin_acct_tutoring; paid_tutoring,https://frogtutoring.com/tutors/ohio-university,2026-08-25T18:44:34.861Z,high
Quizlet,quizlet.com,1a33f054-89c8-4d91-9882-42ccf611d597,Ohio University,OH,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review; school_study_guide,https://quizlet.com/155489952/acct-1010-ohio-university-exam-1-flash-cards/,2026-08-25T18:44:34.861Z,high
Course Hero,coursehero.com,1a33f054-89c8-4d91-9882-42ccf611d597,Ohio University,OH,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review; school_study_guide,https://www.coursehero.com/sitemap/schools/1820-Ohio-University-Main-Campus/courses/2035554-ACCT1020/,2026-08-25T18:44:34.861Z,high
ahhowland.com,ahhowland.com,1a33f054-89c8-4d91-9882-42ccf611d597,Ohio University,OH,,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,YES,YES,NO,UNKNOWN,NO,,,,,YES,YES,,,,,,,school_exam_review,https://www.ahhowland.com/lifestyle/final-exam-review-sheet-ohio-university,2026-08-25T18:44:34.861Z,medium
degreeforum.net,degreeforum.net,1a33f054-89c8-4d91-9882-42ccf611d597,Ohio University,OH,,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,YES,YES,NO,UNKNOWN,NO,free,$34.25,All content on this forum page is freely accessible.,,,,,,,,,,school_exam_review,https://www.degreeforum.net/mybb/Thread-Ohio-University-Credit-by-Examination,2026-08-25T18:44:34.861Z,medium
ohiouniversityjobs.com,ohiouniversityjobs.com,1a33f054-89c8-4d91-9882-42ccf611d597,Ohio University,OH,,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,paid_tutoring,https://www.ohiouniversityjobs.com/postings/search?1228%5B%5D=1&commit=Search&query_position_type_id%5B%5D=4&sort=226+asc&utf8=%E2%9C%93,2026-08-25T18:44:34.861Z,medium
FrogTutoring,frogtutoring.com,9a2858ec-9f5f-4833-a891-7cf0357ed43d,Quinnipiac University,CT,AC-211,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,NO,YES,NO,unknown,,Get a FREE Consultation,,,,,,YES,,,,school_acct_tutoring,https://frogtutoring.com/tutors/quinnipiac-university/elementary-statistics,2026-08-25T18:44:34.890Z,high
The Princeton Review,princetonreview.com,9a2858ec-9f5f-4833-a891-7cf0357ed43d,Quinnipiac University,CT,AC-211,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review; paid_tutoring,https://www.princetonreview.com/college/quinnipiac-university-1024045,2026-08-25T18:44:34.890Z,high
tutoringprof.com,tutoringprof.com,9a2858ec-9f5f-4833-a891-7cf0357ed43d,Quinnipiac University,CT,AC-211,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,unknown,,,,,,,,YES,,,,course_tutoring,https://www.tutoringprof.com/college-accounting,2026-08-25T18:44:34.890Z,low
Knack,joinknack.com,9a2858ec-9f5f-4833-a891-7cf0357ed43d,Quinnipiac University,CT,AC-211,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,UNKNOWN,NO,UNKNOWN,NO,free,,Entire service is free for Auburn undergraduate students via university partnership.,,,,,,YES,,,,course_tutoring,https://app.joinknack.com/user/u_01j15xmcnkwr82y749nraftcre,2026-08-25T18:44:34.890Z,medium
Course Hero,coursehero.com,9a2858ec-9f5f-4833-a891-7cf0357ed43d,Quinnipiac University,CT,AC-211,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,,,,,,,,,course_tutoring; course_exam_review,https://www.coursehero.com/tutors-problems/Cost-Accounting/57660404-Jbe-23FL-AC211-44-Accounting-Software-Solutions-Small/,2026-08-25T18:44:34.890Z,high
Quizlet,quizlet.com,9a2858ec-9f5f-4833-a891-7cf0357ed43d,Quinnipiac University,CT,AC-211,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,YES,,,course_exam_review,https://quizlet.com/553568089/ac-211-final-exam-flash-cards/,2026-08-25T18:44:34.890Z,high
StudySoup,studysoup.com,9a2858ec-9f5f-4833-a891-7cf0357ed43d,Quinnipiac University,CT,AC-211,NOTES_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,YES,,,,YES,,,course_exam_review,https://studysoup.com/guide/2727704/qu-ac-211-final-fall-2018-caroline-carter,2026-08-25T18:44:34.890Z,high
CliffsNotes,cliffsnotes.com,9a2858ec-9f5f-4833-a891-7cf0357ed43d,Quinnipiac University,CT,AC-211,NOTES_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,YES,,,course_exam_review,https://www.cliffsnotes.com/study-notes/6616885,2026-08-25T18:44:34.890Z,medium
quchronicle.com,quchronicle.com,9a2858ec-9f5f-4833-a891-7cf0357ed43d,Quinnipiac University,CT,AC-211,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,paid_tutoring,https://quchronicle.com/4271/news/features-news/learning-center-offers-more-than-just-tutoring/,2026-08-25T18:44:34.890Z,low
The Princeton Review,princetonreview.com,f3b7ae70-62da-4b7c-886b-db819d133472,Eastern Michigan University,MI,ACC 240,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review,https://www.princetonreview.com/college/eastern-michigan-university-1023422,2026-08-25T18:44:34.891Z,high
Course Hero,coursehero.com,f3b7ae70-62da-4b7c-886b-db819d133472,Eastern Michigan University,MI,ACC 240,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review; course_exam_review,https://www.coursehero.com/sitemap/schools/1165-Eastern-Michigan-University/courses/239586-ACC240/,2026-08-25T18:44:34.891Z,high
Stuvia,stuvia.com,f3b7ae70-62da-4b7c-886b-db819d133472,Eastern Michigan University,MI,ACC 240,NOTES_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,YES,,,course_tutoring; course_exam_review,https://www.stuvia.com/en-us/doc/3694194/acc-240-topic-1-covered-latest-update-version-graded-a,2026-08-25T18:44:34.891Z,high
Superprof,superprof.com,f3b7ae70-62da-4b7c-886b-db819d133472,Eastern Michigan University,MI,ACC 240,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,course_tutoring,https://www.superprof.com/accounting-student-grand-valley-state-university-teaches-principles-accounting-journal-entries-and-balancing-accounts.html,2026-08-25T18:44:34.891Z,medium
StudySoup,studysoup.com,f3b7ae70-62da-4b7c-886b-db819d133472,Eastern Michigan University,MI,ACC 240,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,YES,,,school_study_guide,https://studysoup.com/class/690822/acc-240-principles-of-financial-accounting-eastern-michigan-university-acc,2026-08-25T18:44:34.891Z,high
Quizlet,quizlet.com,f3b7ae70-62da-4b7c-886b-db819d133472,Eastern Michigan University,MI,ACC 240,NOTES_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,course_exam_review,https://quizlet.com/875367523/acc-240-topic-5-practice-quiz-flash-cards/,2026-08-25T18:44:34.891Z,high
Scribd,scribd.com,f3b7ae70-62da-4b7c-886b-db819d133472,Eastern Michigan University,MI,ACC 240,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,course_exam_review,https://www.scribd.com/doc/175542126/Acc-240-Exam-1-Solution,2026-08-25T18:44:34.891Z,high
Studocu,studocu.com,f3b7ae70-62da-4b7c-886b-db819d133472,Eastern Michigan University,MI,ACC 240,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,YES,,,course_exam_review,https://www.studocu.com/en-us/course/grand-canyon-university/fundamentals-of-accounting/2389629,2026-08-25T18:44:34.891Z,medium
Docsity,docsity.com,f3b7ae70-62da-4b7c-886b-db819d133472,Eastern Michigan University,MI,ACC 240,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,YES,,,,,YES,,,course_exam_review,https://www.docsity.com/en/docs/acc-240-exam-1-study-guide-financial-accounting-review-key-concepts-and-practice-questions/17886237/,2026-08-25T18:44:34.891Z,high
Course Sidekick (Course Hero),coursesidekick.com,f3b7ae70-62da-4b7c-886b-db819d133472,Eastern Michigan University,MI,ACC 240,NOTES_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,course_exam_review,https://www.coursesidekick.com/courses/grand-canyon-university-acc-240-14139,2026-08-25T18:44:34.891Z,high
CliffsNotes,cliffsnotes.com,f3b7ae70-62da-4b7c-886b-db819d133472,Eastern Michigan University,MI,ACC 240,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,course_exam_review,https://www.cliffsnotes.com/study-notes/4260258,2026-08-25T18:44:34.891Z,medium
governmentjobs.com,governmentjobs.com,f3b7ae70-62da-4b7c-886b-db819d133472,Eastern Michigan University,MI,ACC 240,INDIVIDUAL_OR_LOCAL,OTHER,LIKELY,UNKNOWN,NO,UNKNOWN,NO,unknown,$2,,,,,,,,,,,paid_tutoring,https://www.governmentjobs.com/jobs/3693023-0/adjunct-lecturer-gameabove-college-of-engineering-and-technology-math-tutor,2026-08-25T18:44:34.891Z,low
FrogTutoring,frogtutoring.com,7a3714f4-c34f-4ceb-8565-ec506a73d391,University of Richmond,VA,,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,NO,YES,NO,unknown,,Get a FREE Consultation,,,,,,YES,,,,school_acct_tutoring; fin_acct_tutoring; paid_tutoring,https://frogtutoring.com/tutors/university-of-richmond/finance,2026-08-25T18:44:34.891Z,high
poetsandquantsforundergrads.com,poetsandquantsforundergrads.com,7a3714f4-c34f-4ceb-8565-ec506a73d391,University of Richmond,VA,,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,LIKELY,YES,NO,UNKNOWN,NO,unknown,,,,,,,,,,,,school_acct_tutoring; fin_acct_tutoring,https://poetsandquantsforundergrads.com/students/2024-best-brightest-business-major-foster-lyman-university-of-richmond-robins/,2026-08-25T18:44:34.891Z,medium
UniversityTutor,universitytutor.com,7a3714f4-c34f-4ceb-8565-ec506a73d391,University of Richmond,VA,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring; fin_acct_tutoring,https://richmond.universitytutor.com/richmond_finance-tutoring,2026-08-25T18:44:34.891Z,high
Varsity Tutors,varsitytutors.com,7a3714f4-c34f-4ceb-8565-ec506a73d391,University of Richmond,VA,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,YES,,,,school_acct_tutoring,https://www.varsitytutors.com/t/university/the-university-of-richmond,2026-08-25T18:44:34.891Z,high
TutorSelect,tutorselect.com,7a3714f4-c34f-4ceb-8565-ec506a73d391,University of Richmond,VA,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring,https://www.tutorselect.com/university_of_richmond_va-tutoring-subjects,2026-08-25T18:44:34.891Z,high
The Princeton Review,princetonreview.com,7a3714f4-c34f-4ceb-8565-ec506a73d391,University of Richmond,VA,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review; fin_acct_tutoring; school_study_guide; paid_tutoring,https://www.princetonreview.com/college/university-richmond-1022700,2026-08-25T18:44:34.891Z,high
coursedog.com,coursedog.com,7a3714f4-c34f-4ceb-8565-ec506a73d391,University of Richmond,VA,,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,LIKELY,YES,NO,UNKNOWN,NO,unknown,,,,,,,,,,,,school_exam_review; school_study_guide,https://qarichmond.coursedog.com/pages/9KFyEg3nykftn7gAGR5H,2026-08-25T18:44:34.891Z,medium
insidehighered.com,insidehighered.com,7a3714f4-c34f-4ceb-8565-ec506a73d391,University of Richmond,VA,,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,unknown,$21.20; $23.32,,,,,,,,,,,school_exam_review,https://careers.insidehighered.com/job/3523121/assistant-or-associate-professor-of-accounting/,2026-08-25T18:44:34.891Z,low
Course Hero,coursehero.com,7a3714f4-c34f-4ceb-8565-ec506a73d391,University of Richmond,VA,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,YES,,,school_exam_review,https://www.coursehero.com/sitemap/schools/2451-University-of-Richmond/departments/13610-ACCT/,2026-08-25T18:44:34.891Z,high
parliamenttutors.com,parliamenttutors.com,7a3714f4-c34f-4ceb-8565-ec506a73d391,University of Richmond,VA,,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,paid_tutoring,https://parliamenttutors.com/locations/VA/Richmond,2026-08-25T18:44:34.891Z,medium
asco.org,asco.org,af045436-976c-4f48-85b0-c7a5e0ce3000,Saint Louis University St.,MO,,INDIVIDUAL_OR_LOCAL,OTHER,LIKELY,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,school_study_guide,https://www.asco.org/abstracts-presentations/256898,2026-08-25T18:44:34.921Z,low
jobsora.com,jobsora.com,af045436-976c-4f48-85b0-c7a5e0ce3000,Saint Louis University St.,MO,,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,paid_tutoring,https://us.jobsora.com/job-52226178037,2026-08-25T18:44:34.921Z,low
smapse.com,smapse.com,af045436-976c-4f48-85b0-c7a5e0ce3000,Saint Louis University St.,MO,,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,LIKELY,YES,NO,UNKNOWN,NO,unknown,from $3926.00/semester; from $4643.00/semester; from $8426.00/semester; from $7000/year; to $12000/year; $285; $2940; $70,,,,,,,,,,,paid_tutoring,https://smapse.com/saint-louis-university-st-louis-university/,2026-08-25T18:44:34.921Z,medium
Varsity Tutors,varsitytutors.com,ed941b6e-3152-4e2c-bb9e-2e143eccfe02,Wright State University,OH,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,YES,,,,school_acct_tutoring,https://www.varsitytutors.com/t/university/wright-state-university-main-campus,2026-08-25T18:44:34.892Z,high
wsuguardian.com,wsuguardian.com,ed941b6e-3152-4e2c-bb9e-2e143eccfe02,Wright State University,OH,,INDIVIDUAL_OR_LOCAL,OTHER,LIKELY,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring,https://www.wsuguardian.com/article/2025/11/additions-to-student-success-center-offerings,2026-08-25T18:44:34.892Z,low
Studocu,studocu.com,ed941b6e-3152-4e2c-bb9e-2e143eccfe02,Wright State University,OH,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review,https://www.studocu.com/en-us/document/wright-state-university/special-topics-in-accounting/qualifier-exam-content/40702604,2026-08-25T18:44:34.892Z,high
Course Hero,coursehero.com,ed941b6e-3152-4e2c-bb9e-2e143eccfe02,Wright State University,OH,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,YES,,,school_exam_review,https://www.coursehero.com/sitemap/schools/1851-Wright-State-University/departments/72471-ACC/,2026-08-25T18:44:34.892Z,high
StudySoup,studysoup.com,ed941b6e-3152-4e2c-bb9e-2e143eccfe02,Wright State University,OH,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,YES,,,school_exam_review; school_study_guide,https://studysoup.com/note/2550245/wsu-acct-2010-week-1-fall-2017-craig-notetaker,2026-08-25T18:44:34.892Z,medium
Wyzant,wyzant.com,ed941b6e-3152-4e2c-bb9e-2e143eccfe02,Wright State University,OH,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,fin_acct_tutoring; paid_tutoring,https://www.wyzant.com/Enon_tutors.aspx,2026-08-25T18:44:34.892Z,medium
The Princeton Review,princetonreview.com,ed941b6e-3152-4e2c-bb9e-2e143eccfe02,Wright State University,OH,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,fin_acct_tutoring; paid_tutoring,https://www.princetonreview.com/college/wright-state-university-1022762,2026-08-25T18:44:34.892Z,high
