ein,legal_name,entity_type,entity_type_confidence,city,state,zip,irs_subsection,ntee_code,affiliation_code,group_exemption_number,asset_amt,income_amt,source
742905248,KAPPA PHI GAMMA,UNKNOWN,LOW,AUSTIN,TX,78712-1055,07,N50,3,,,,IRS_EO_BMF
741120034,PI KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUSTIN,TX,78705-4606,07,,9,0355,152724,1229106,IRS_EO_BMF
746062995,DELTA SIGMA THETA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,AUSTIN,TX,78714-3381,07,,9,1188,,,IRS_EO_BMF
742789448,BENEVOLENT FUND-PSI BETA SIGMA CHAPTER OF PHI BETA SIGMA FRAT INC,LOCAL_CHAPTER_ENTITY,LOW,AUSTIN,TX,78758-2491,03,P20,3,,,,IRS_EO_BMF
743004321,TEXAS DELTA CHI HOUSING CORP,HOUSE_CORPORATION,HIGH,AUSTIN,TX,78703-3011,02,,3,,549369,221083,IRS_EO_BMF
741116912,SIGMA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUSTIN,TX,78705-4014,07,,9,0008,84028,899711,IRS_EO_BMF
900956019,SIGMA LAMBDA ALPHA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,AUSTIN,TX,78709-2471,07,B83,3,,5458,25715,IRS_EO_BMF
740481786,ALPHA EPSILON PHI SORORITY OMEGA CHAPTER,LOCAL_CHAPTER_ENTITY,MEDIUM,AUSTIN,TX,78705-4599,07,,3,,406114,496979,IRS_EO_BMF
741493205,KAPPA CHAPTER OF ZETA TAU ALPHA HOUSE CORPORATION,HOUSE_CORPORATION,HIGH,AUSTIN,TX,78705-4014,02,,3,,2654594,600166,IRS_EO_BMF
746060984,TEXAS ALPHA HOUSE CORPORATION OF PI BETA PHI,HOUSE_CORPORATION,HIGH,AUSTIN,TX,78763-5763,07,,3,,2070772,1315315,IRS_EO_BMF
510165062,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,COLLEGE STA,TX,77840-3533,07,,9,0273,173864,931818,IRS_EO_BMF
741932980,XI KAPPA OF CHI OMEGA HOUSE CORP,HOUSE_CORPORATION,HIGH,COLLEGE STA,TX,77845-6113,07,,3,,2715905,1274084,IRS_EO_BMF
834409140,LAMBDA CHI ALPHA FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,COLLEGE STA,TX,77845-2308,07,,9,0293,25692,64094,IRS_EO_BMF
742061485,PI KAPPA PHI FRATERNITY DELTA OMEGA CHAPTER,LOCAL_CHAPTER_ENTITY,MEDIUM,STATION,TX,77845-0000,07,B83,3,,,,IRS_EO_BMF
134264657,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,COLLEGE STA,TX,77840-3532,07,,9,0198,249267,371033,IRS_EO_BMF
510207538,SIGMA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,COLLEGE STA,TX,77845-6588,07,,9,0008,29995,1058968,IRS_EO_BMF
510195944,KAPPA KAPPA GAMMA FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,COLLEGE STA,TX,77840-3534,07,,9,0894,,,IRS_EO_BMF
732350514,TEXAS ETA CHAPTER OF PI BETA PHI HOUSE CORPORATION,HOUSE_CORPORATION,HIGH,COLLEGE STA,TX,77840-3500,07,,3,,1142550,498385,IRS_EO_BMF
741219941,BETA XI OF KAPPA KAPPA GAMMA HOUSE ASSOCIATION,HOUSE_CORPORATION,HIGH,AUSTIN,TX,78705-5623,07,,3,,4953114,2065385,IRS_EO_BMF
740720318,KAPPA KAPPA GAMMA FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,AUSTIN,TX,78705-5623,07,,9,0894,,,IRS_EO_BMF
742657126,THETA CHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,AUSTIN,TX,78705-4131,07,Y42,3,,,,IRS_EO_BMF
742205939,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUSTIN,TX,78705-5207,07,,9,0805,256814,515484,IRS_EO_BMF
741135209,KAPPA ALPHA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUSTIN,TX,78705-4711,07,,9,0154,,,IRS_EO_BMF
746061146,KAPPA ALPHA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUSTIN,TX,78746-1261,07,,9,0154,,,IRS_EO_BMF
810575553,PHI GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,COLLEGE STATION,TX,77845-0000,07,,9,0204,100401,853959,IRS_EO_BMF
742205743,KAPPA ALPHA ORDER,UNKNOWN,LOW,COLLEGE STA,TX,77845-8060,07,,9,0066,58457,673286,IRS_EO_BMF
812525354,ALPHA SIGMA PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,COLLEGE STA,TX,77845-6803,07,B83,9,6237,,,IRS_EO_BMF
742930349,ETA ALPHA HOUSE CORPORATION OF KAPPA DELTA SORORITY,HOUSE_CORPORATION,HIGH,COLLEGE STA,TX,77840-1743,07,B83,3,,1020068,850147,IRS_EO_BMF
932956818,IOTA PHI THETA DKO COMMUNITY ENGAGEMENT COMMITTEE,UNKNOWN,LOW,AUSTIN,TX,78731-4257,03,Y40,3,,1,1,IRS_EO_BMF
882909306,AGGIE THETA CHI ALUMNI ASSOCIATION,ALUMNI_CORPORATION,HIGH,AUSTIN,TX,78731-4298,07,B84,3,,,,IRS_EO_BMF
010799428,SIGMA EPSILON OF KAPPA DELTA FOUNDATION,EDUCATIONAL_FOUNDATION,MEDIUM,AUSTIN,TX,78705-5207,03,,3,,,,IRS_EO_BMF
742155975,SIGMA EPSILON OF KAPPA DELTA HOUSE CORP,HOUSE_CORPORATION,HIGH,AUSTIN,TX,78705-5207,07,,3,,2844505,1311746,IRS_EO_BMF
